time,event,station,label,layers,measured_m,predicted_m,resid_mm
09:51:18,det_yaw,source,case,4,178.5323,-1.4677,conf=0.95
09:51:18,det_box,source,case,4,284.7203,197.8543,ar=1.44
09:51:27,anchor,source,case,4,0.8041,,
09:51:41,contact_wrench,target,case,1,9.9060,,fx=+0.7;fy=-1.6;mx=-0.01;my=-0.08;mz=+0.081
09:51:41,contact_yaw,target,case,1,178.5610,178.5270,+0.03deg
09:51:41,recover_step,target,case,1,,,a1;corner;dyaw=+0.0deg;dxy=(-32.2/+19.0)mm;contact;z=-29.8mm;fx=+0.7;fy=-1.6;mz=n/a
09:51:41,anchor,target,case,1,0.7390,,
09:51:43,place_chk_x,target,case,1,0.9650,0.9310,+34.0
09:51:43,place_chk_y,target,case,1,-0.0188,0.0373,-56.1
09:51:43,place_chk_yaw,target,case,1,2.3901,-1.4677,+3.86deg
09:51:45,plane,source,battery_1,4,0.6491,0.6552,-6.1
09:51:45,det_yaw,source,battery_1,4,179.5519,-0.4481,conf=0.95
09:51:45,det_box,source,battery_1,4,282.9953,195.1019,ar=1.45
09:51:45,dual_x,source,battery_1,4,0.8911,0.8875,+3.6
09:51:45,dual_y,source,battery_1,4,0.1395,0.1385,+0.9
09:51:45,dual_yaw,source,battery_1,4,179.4602,179.7278,-0.27deg
09:51:52,anchor,source,battery_1,4,0.7998,,
09:51:54,plane,target,battery_1,1,0.5840,0.6138,-29.8
09:51:54,det_yaw,target,battery_1,1,3.3765,3.3765,conf=0.96
09:51:54,det_box,target,battery_1,1,316.9730,209.2468,ar=1.51
09:51:54,dual_x,target,battery_1,1,0.8510,0.8388,+12.1
09:51:54,dual_y,target,battery_1,1,0.1114,0.1100,+1.3
09:51:54,dual_yaw,target,battery_1,1,3.1936,3.5323,-0.34deg
09:52:07,contact_wrench,target,battery_1,1,-0.2260,,fx=-1.7;fy=+0.8;mx=-0.00;my=+0.04;mz=-0.192
09:52:07,contact_yaw,target,battery_1,1,-175.9936,-176.0559,+0.06deg
09:52:07,recover_step,target,battery_1,1,,,a1;corner;dyaw=+0.0deg;dxy=(-5.4/+3.2)mm;contact;z=-6.2mm;fx=-3.0;fy=+4.6;mz=n/a
09:52:07,anchor,target,battery_1,1,0.7478,,
09:52:10,plane,source,battery_2,4,0.6491,0.6552,-6.1
09:52:10,det_yaw,source,battery_2,4,178.1059,-1.8941,conf=0.95
09:52:10,det_box,source,battery_2,4,282.7195,194.4147,ar=1.45
09:52:10,dual_x,source,battery_2,4,0.8961,0.8931,+3.0
09:52:10,dual_y,source,battery_2,4,-0.0288,-0.0282,-0.6
09:52:10,dual_yaw,source,battery_2,4,178.0784,178.2551,-0.18deg
09:52:16,anchor,source,battery_2,4,0.8012,,
09:52:19,plane,target,battery_2,1,0.5840,0.6138,-29.8
09:52:21,det_yaw,target,battery_2,1,2.2391,2.2391,conf=0.95
09:52:21,det_box,target,battery_2,1,323.1586,211.1153,ar=1.53
09:52:21,dual_x,target,battery_2,1,0.9128,0.8966,+16.3
09:52:21,dual_y,target,battery_2,1,-0.0536,-0.0518,-1.7
09:52:21,dual_yaw,target,battery_2,1,2.4962,2.4713,+0.02deg
09:52:33,contact_wrench,target,battery_2,1,2.3680,,fx=-4.1;fy=-1.6;mx=+0.21;my=-0.56;mz=-0.191
09:52:33,contact_yaw,target,battery_2,1,-177.1854,-177.1932,+0.01deg
09:52:33,recover_step,target,battery_2,1,,,a1;corner;dyaw=+0.0deg;dxy=(-13.7/+17.5)mm;contact;z=-1.4mm;fx=-5.5;fy=+1.2;mz=n/a
09:52:33,anchor,target,battery_2,1,0.7526,,
09:52:36,plane,source,case,3,0.6353,0.6414,-6.1
09:52:40,det_yaw,source,case,3,1.6859,1.6859,conf=0.95
09:52:40,det_box,source,case,3,288.9338,199.3646,ar=1.45
09:52:40,dual_x,source,case,3,0.8990,0.8966,+2.4
09:52:40,dual_y,source,case,3,-0.0270,-0.0274,+0.3
09:52:40,dual_yaw,source,case,3,1.7154,2.1642,-0.45deg
09:52:48,pitch,source,case,3,0.0138,0.0138,+0.0
09:52:48,contact,source,case,3,0.7902,0.7903,-0.0
09:52:50,plane,target,case,2,0.5978,0.6276,-29.8
09:52:50,det_yaw,target,case,2,2.6527,2.6527,conf=0.95
09:52:50,det_box,target,case,2,316.1540,205.7424,ar=1.54
09:52:50,dual_x,target,case,2,0.8580,0.8410,+16.9
09:52:50,dual_y,target,case,2,-0.0764,-0.0747,-1.8
09:52:50,dual_yaw,target,case,2,2.5543,2.0981,+0.46deg
09:52:59,contact_wrench,target,case,2,-4.5415,,fx=+8.6;fy=-9.5;mx=+1.72;my=+1.88;mz=-0.014
09:52:59,contact_yaw,target,case,2,-177.2598,-177.3526,+0.09deg
09:52:59,recover_step,target,case,2,,,a1;corner;dyaw=+0.0deg;dxy=(-47.0/+60.6)mm;contact;z=-10.8mm;fx=+0.1;fy=-0.6;mz=n/a
09:52:59,pitch,target,case,2,0.0108,0.0138,-3.0
09:52:59,contact,target,case,2,0.7498,0.7528,-3.0
09:53:02,place_chk_x,target,case,2,0.8597,0.8464,+13.2
