time,event,station,label,layers,measured_m,predicted_m,resid_mm
20:50:32,det_yaw,source,case,4,178.2625,-1.7375,conf=0.95
20:50:32,det_box,source,case,4,289.8510,203.5291,ar=1.42
20:50:35,det_yaw,source,case,4,178.7500,-1.2500,conf=0.95
20:50:35,det_box,source,case,4,292.4700,198.5692,ar=1.47
20:50:43,anchor,source,case,4,0.8020,,
20:51:19,contact_wrench,target,case,1,2.5205,,fx=-0.7;fy=+1.1;mx=-0.41;my=-0.20;mz=+0.030
20:51:19,contact_yaw,target,case,1,178.6659,178.7447,-0.08deg
20:51:19,place_misseat,target,case,1,0.7393,,
20:51:21,place_chk_x,target,case,1,0.8670,0.9651,-98.1
20:51:21,place_chk_y,target,case,1,0.0604,0.0870,-26.7
20:51:21,place_chk_yaw,target,case,1,5.9031,-1.2500,+7.15deg
20:51:23,plane,source,battery_1,4,0.6470,0.6552,-8.2
20:51:24,det_yaw,source,battery_1,4,179.2303,-0.7697,conf=0.96
20:51:24,det_box,source,battery_1,4,283.2103,197.0575,ar=1.44
20:51:25,dual_x,source,battery_1,4,0.8594,0.8537,+5.7
20:51:25,dual_y,source,battery_1,4,0.1030,0.1022,+0.8
20:51:25,dual_yaw,source,battery_1,4,179.1497,178.8923,+0.26deg
20:51:31,anchor,source,battery_1,4,0.7985,,
20:51:34,det_yaw,target,battery_1,1,5.6009,5.6009,conf=0.95
20:51:34,det_box,target,battery_1,1,307.3171,200.0300,ar=1.54
20:51:52,contact_wrench,target,battery_1,1,2.4715,,fx=-4.6;fy=+3.5;mx=-0.32;my=-0.95;mz=-0.782
20:51:52,contact_yaw,target,battery_1,1,-173.8410,-173.8315,-0.01deg
20:51:52,recover_step,target,battery_1,1,,,a1;corner;dyaw=+0.0deg;dxy=(-33.9/+19.6)mm;contact;z=-20.9mm;fx=-5.2;fy=+4.2;mz=n/a
20:51:52,anchor,target,battery_1,1,0.7479,,
