time,event,station,label,layers,measured_m,predicted_m,resid_mm
09:36:01,det_yaw,source,case,5,178.1627,-1.8373,conf=0.96
09:36:01,det_box,source,case,5,303.7841,201.9230,ar=1.50
09:36:13,anchor,source,case,5,0.8200,,
09:36:37,contact_wrench,target,case,1,11.7006,,fx=-0.4;fy=+1.1;mx=-0.16;my=+0.09;mz=+0.058
09:36:37,contact_yaw,target,case,1,108.5429,108.1706,+0.37deg
09:36:37,anchor,target,case,1,0.7375,,
09:36:39,place_chk_x,target,case,1,0.9273,0.9200,+7.3
09:36:39,place_chk_y,target,case,1,-0.0044,0.0000,-4.4
09:36:39,place_chk_yaw,target,case,1,179.2892,-1.8373,+1.13deg
09:36:43,plane,source,battery_1,5,0.6440,0.6350,+9.0
09:36:45,det_yaw,source,battery_1,5,179.5191,-0.4809,conf=0.97
09:36:45,det_box,source,battery_1,5,297.1829,199.6809,ar=1.49
09:36:45,dual_x,source,battery_1,5,0.8815,0.8845,-3.0
09:36:45,dual_y,source,battery_1,5,0.0927,0.0928,-0.2
09:36:45,dual_yaw,source,battery_1,5,179.4726,179.1839,+0.29deg
09:37:13,anchor,source,battery_1,5,0.8183,,
09:37:17,plane,target,battery_1,1,0.5615,0.5798,-18.3
09:37:21,det_yaw,target,battery_1,1,179.7523,-0.2477,conf=0.96
09:37:21,det_box,target,battery_1,1,324.6985,212.3712,ar=1.53
09:37:21,dual_x,target,battery_1,1,0.9362,0.9273,+8.9
09:37:21,dual_y,target,battery_1,1,0.0806,0.0787,+1.9
09:37:21,dual_yaw,target,battery_1,1,179.7267,179.7001,+0.03deg
09:37:32,contact_wrench,target,battery_1,1,10.4332,,fx=+1.3;fy=+1.6;mx=-0.12;my=-0.39;mz=+0.047
09:37:32,contact_yaw,target,battery_1,1,111.0192,110.6197,+0.40deg
09:37:32,anchor,target,battery_1,1,0.7536,,
09:37:36,plane,source,battery_2,5,0.6440,0.6350,+9.0
09:37:43,det_yaw,source,battery_2,5,179.5251,-0.4749,conf=0.97
09:37:43,det_box,source,battery_2,5,293.1045,199.0866,ar=1.47
09:37:43,dual_x,source,battery_2,5,0.8846,0.8833,+1.3
09:37:43,dual_y,source,battery_2,5,-0.0800,-0.0819,+1.8
09:37:43,dual_yaw,source,battery_2,5,179.6015,0.5384,-0.94deg
09:37:54,anchor,source,battery_2,5,0.8192,,
09:37:59,plane,target,battery_2,1,0.5615,0.5798,-18.3
09:37:59,det_yaw,target,battery_2,1,0.0775,0.0775,conf=0.96
09:37:59,det_box,target,battery_2,1,315.3669,210.8724,ar=1.50
09:37:59,dual_x,target,battery_2,1,0.9373,0.9277,+9.6
09:37:59,dual_y,target,battery_2,1,-0.1249,-0.1227,-2.2
09:37:59,dual_yaw,target,battery_2,1,0.2531,0.8337,-0.58deg
09:38:11,contact_wrench,target,battery_2,1,11.0669,,fx=+0.6;fy=+5.3;mx=+0.59;my=-0.06;mz=+0.078
09:38:11,contact_yaw,target,battery_2,1,111.3367,110.9448,+0.39deg
09:38:11,anchor,target,battery_2,1,0.7535,,
09:38:16,plane,source,case,4,0.6302,0.6212,+9.0
09:38:16,det_yaw,source,case,4,0.6283,0.6283,conf=0.97
09:38:16,det_box,source,case,4,301.9999,202.7195,ar=1.49
09:38:16,dual_x,source,case,4,0.8857,0.8894,-3.7
09:38:16,dual_y,source,case,4,-0.0923,-0.0958,+3.5
09:38:16,dual_yaw,source,case,4,0.5933,0.2568,+0.34deg
09:38:27,contact,source,case,4,0.8077,0.8062,+1.5
09:38:32,plane,target,case,2,0.5753,0.5936,-18.3
09:38:34,det_yaw,target,case,2,1.2555,1.2555,conf=0.96
09:38:34,det_box,target,case,2,311.5701,203.5093,ar=1.53
09:38:34,dual_x,target,case,2,0.9394,0.9298,+9.6
09:38:34,dual_y,target,case,2,-0.0667,-0.0645,-2.2
09:38:34,dual_yaw,target,case,2,1.2294,1.4456,-0.22deg
09:38:46,contact_wrench,target,case,2,10.0707,,fx=-3.9;fy=+0.9;mx=-0.27;my=+0.60;mz=+0.069
09:38:46,contact_yaw,target,case,2,111.6261,111.2633,+0.36deg
09:38:46,contact,target,case,2,0.7523,0.7513,+1.0
09:38:47,place_chk_x,target,case,2,0.9460,0.9338,+12.2
09:38:47,place_chk_y,target,case,2,-0.0696,-0.0664,-3.2
09:38:47,place_chk_yaw,target,case,2,1.7655,1.2555,+0.51deg
09:38:52,plane,source,battery_1,4,0.6302,0.6212,+9.0
09:38:55,det_yaw,source,battery_1,4,0.1207,0.1207,conf=0.97
09:38:55,det_box,source,battery_1,4,294.6015,202.2875,ar=1.46
09:38:55,dual_x,source,battery_1,4,0.8919,0.8964,-4.6
09:38:55,dual_y,source,battery_1,4,0.0813,0.0831,-1.8
09:38:55,dual_yaw,source,battery_1,4,0.0823,179.8468,+0.24deg
09:39:06,contact,source,battery_1,4,0.8036,0.8045,-0.8
09:39:11,plane,target,battery_1,2,0.5753,0.5936,-18.3
09:39:11,det_yaw,target,battery_1,2,0.9601,0.9601,conf=0.97
09:39:11,det_box,target,battery_1,2,318.3615,210.4139,ar=1.51
09:39:11,dual_x,target,battery_1,2,0.9512,0.9420,+9.2
09:39:11,dual_y,target,battery_1,2,0.0341,0.0356,-1.5
09:39:11,dual_yaw,target,battery_1,2,0.7767,0.4327,+0.34deg
09:39:23,contact_wrench,target,battery_1,2,10.5697,,fx=-2.5;fy=+6.9;mx=+0.85;my=+0.11;mz=-0.064
09:39:23,contact_yaw,target,battery_1,2,112.2957,111.8274,+0.47deg
09:39:23,contact,target,battery_1,2,0.7676,0.7674,+0.2
09:39:28,plane,source,battery_2,4,0.6302,0.6212,+9.0
09:39:31,det_yaw,source,battery_2,4,1.3063,1.3063,conf=0.97
09:39:31,det_box,source,battery_2,4,298.8293,199.6473,ar=1.50
09:39:31,dual_x,source,battery_2,4,0.8865,0.8906,-4.1
09:39:31,dual_y,source,battery_2,4,-0.0842,-0.0853,+1.1
09:39:31,dual_yaw,source,battery_2,4,1.2142,1.4180,-0.20deg
09:39:43,contact,source,battery_2,4,0.8065,0.8054,+1.0
09:40:16,plane,source,case,3,0.6164,0.6074,+9.0
09:40:16,det_yaw,source,case,3,0.4080,0.4080,conf=0.97
09:40:16,det_box,source,case,3,305.0568,204.5350,ar=1.49
09:40:16,dual_x,source,case,3,0.8985,0.9032,-4.7
09:40:16,dual_y,source,case,3,-0.0986,-0.0978,-0.7
09:40:16,dual_yaw,source,case,3,0.9575,0.3107,+0.65deg
09:40:28,contact,source,case,3,0.7941,0.7924,+1.7
09:40:32,plane,target,case,3,0.5891,0.6074,-18.3
09:40:35,det_yaw,target,case,3,1.9615,1.9615,conf=0.97
09:40:35,det_box,target,case,3,309.5833,205.8903,ar=1.50
09:40:35,dual_x,target,case,3,0.9534,0.9442,+9.3
09:40:35,dual_y,target,case,3,-0.0667,-0.0639,-2.8
09:40:35,dual_yaw,target,case,3,1.9939,1.7873,+0.21deg
09:40:46,contact_wrench,target,case,3,11.0289,,fx=-4.6;fy=+2.3;mx=+0.06;my=+0.82;mz=+0.033
09:40:46,contact_yaw,target,case,3,112.3633,111.9693,+0.39deg
09:40:46,contact,target,case,3,0.7592,0.7651,-5.9
09:40:48,place_chk_x,target,case,3,0.9617,0.9565,+5.2
09:40:48,place_chk_y,target,case,3,-0.0710,-0.0667,-4.3
09:40:48,place_chk_yaw,target,case,3,1.1311,1.9615,-0.83deg
09:40:53,plane,source,battery_1,3,0.6164,0.6074,+9.0
