time,event,station,label,layers,measured_m,predicted_m,resid_mm
13:59:31,det_yaw,source,case,3,177.4895,-2.5105,conf=0.95
13:59:31,det_box,source,case,3,277.2758,196.5052,ar=1.41
13:59:39,anchor,source,case,3,0.7755,,
13:59:56,contact_wrench,target,case,1,6.8840,,fx=-1.8;fy=+0.5;mx=-0.32;my=-0.51;mz=-0.131
13:59:56,contact_yaw,target,case,1,177.5678,177.4842,+0.08deg
13:59:56,recover_step,target,case,1,,,a1;corner;dyaw=+0.0deg;dxy=(-8.0/+0.8)mm;contact;z=-26.1mm;fx=-2.1;fy=+0.6;mz=n/a
13:59:56,anchor,target,case,1,0.7427,,
13:59:59,place_chk_x,target,case,1,0.9663,0.9279,+38.4
13:59:59,place_chk_y,target,case,1,0.0089,0.0558,-46.9
13:59:59,place_chk_yaw,target,case,1,1.8081,-2.5105,+4.32deg
14:00:01,plane,source,battery_1,3,0.6205,0.6414,-20.9
14:00:02,det_yaw,source,battery_1,3,179.3821,-0.6179,conf=0.96
14:00:02,det_box,source,battery_1,3,285.2019,197.3390,ar=1.45
14:00:02,dual_x,source,battery_1,3,0.9143,0.9053,+9.0
14:00:02,dual_y,source,battery_1,3,0.1094,0.1077,+1.7
14:00:02,dual_yaw,source,battery_1,3,179.4282,178.9168,+0.51deg
14:00:02,depth_pick,source,battery_1,3,0.7735,0.7755,-2.0
14:00:10,anchor,source,battery_1,3,0.7721,,
14:00:12,plane,target,battery_1,1,0.5877,0.6138,-26.1
14:00:16,det_yaw,target,battery_1,1,1.5795,1.5795,conf=0.96
14:00:16,det_box,target,battery_1,1,315.1647,207.9236,ar=1.52
14:00:16,dual_x,target,battery_1,1,0.9033,0.8904,+12.9
14:00:16,dual_y,target,battery_1,1,0.1230,0.1221,+0.8
14:00:16,dual_yaw,target,battery_1,1,1.4106,1.5013,-0.09deg
14:00:29,contact_wrench,target,battery_1,1,5.0490,,fx=-3.8;fy=+3.7;mx=-0.75;my=-0.60;mz=-0.964
14:00:29,contact_yaw,target,battery_1,1,-177.8877,-177.8529,-0.03deg
14:00:29,place_misseat,target,battery_1,1,0.7480,0.7577,-9.7
14:00:32,plane,source,battery_2,3,0.6205,0.6414,-20.9
14:00:32,det_yaw,source,battery_2,3,177.4248,-2.5752,conf=0.96
14:00:32,det_box,source,battery_2,3,286.8448,198.5414,ar=1.44
14:00:32,dual_x,source,battery_2,3,0.8494,0.8417,+7.8
14:00:32,dual_y,source,battery_2,3,-0.0270,-0.0241,-2.9
14:00:32,dual_yaw,source,battery_2,3,177.4747,177.4271,+0.05deg
14:00:32,depth_pick,source,battery_2,3,0.7726,0.7755,-2.9
14:00:40,anchor,source,battery_2,3,0.7717,,
14:00:44,det_yaw,divert,battery_2,1,174.2783,-5.7217,conf=0.95
14:00:44,det_box,divert,battery_2,1,298.8984,202.8199,ar=1.47
14:00:56,plane,source,case,2,0.6067,0.6276,-20.9
14:00:56,det_yaw,source,case,2,177.4818,-2.5182,conf=0.96
14:00:56,det_box,source,case,2,292.4988,202.3153,ar=1.45
14:00:56,dual_x,source,case,2,0.8578,0.8490,+8.8
14:00:56,dual_y,source,case,2,-0.0885,-0.0851,-3.4
14:00:56,dual_yaw,source,case,2,177.5483,178.0005,-0.45deg
14:01:04,pitch,source,case,2,0.0176,0.0138,+3.8
14:01:04,contact,source,case,2,0.7579,0.7617,-3.8
14:01:06,plane,target,case,2,0.6015,0.6276,-26.1
14:01:10,det_yaw,target,case,2,177.3361,-2.6639,conf=0.95
14:01:10,det_box,target,case,2,317.8929,206.2251,ar=1.54
14:01:10,dual_x,target,case,2,0.9125,0.8991,+13.4
14:01:10,dual_y,target,case,2,-0.0603,-0.0557,-4.6
14:01:10,dual_yaw,target,case,2,177.3481,177.5382,-0.19deg
14:01:21,contact_wrench,target,case,2,18.7550,,fx=+9.2;fy=-13.4;mx=+2.42;my=+2.11;mz=-0.161
14:01:21,contact_yaw,target,case,2,177.4325,177.3309,+0.10deg
14:01:21,recover_step,target,case,2,,,a1;corner;dyaw=+0.0deg;dxy=(-73.2/+42.4)mm;contact;z=-0.5mm;fx=+0.0;fy=+0.8;mz=n/a
14:01:21,pitch,target,case,2,0.0133,0.0138,-0.5
14:01:21,contact,target,case,2,0.7560,0.7565,-0.5
14:01:24,place_chk_x,target,case,2,0.8974,0.9009,-3.5
14:01:24,place_chk_y,target,case,2,-0.0700,-0.0604,-9.6
14:01:24,place_chk_yaw,target,case,2,176.8632,-2.6639,-0.47deg
14:01:26,plane,source,battery_1,2,0.6067,0.6276,-20.9
14:01:26,det_yaw,source,battery_1,2,176.6782,-3.3218,conf=0.96
14:01:26,det_box,source,battery_1,2,292.7764,196.9284,ar=1.49
14:01:26,dual_x,source,battery_1,2,0.9309,0.9192,+11.7
14:01:26,dual_y,source,battery_1,2,0.1063,0.1036,+2.7
14:01:26,dual_yaw,source,battery_1,2,176.5463,176.2521,+0.29deg
14:01:26,depth_pick,source,battery_1,2,0.7624,0.7579,+4.6
14:01:37,pitch,source,battery_1,2,0.0124,0.0138,-1.4
14:01:37,contact,source,battery_1,2,0.7597,0.7583,+1.4
14:01:39,det_yaw,divert,battery_1,1,176.0635,-3.9365,conf=0.95
14:01:39,det_box,divert,battery_1,1,302.7444,200.2007,ar=1.51
14:01:50,plane,source,battery_2,2,0.6067,0.6276,-20.9
14:01:53,det_yaw,source,battery_2,2,176.0889,-3.9111,conf=0.95
14:01:53,det_box,source,battery_2,2,306.3413,202.7893,ar=1.51
14:01:53,dual_x,source,battery_2,2,0.9261,0.9131,+13.0
14:01:53,dual_y,source,battery_2,2,-0.0587,-0.0560,-2.7
14:01:53,dual_yaw,source,battery_2,2,176.0770,176.1015,-0.02deg
14:01:53,depth_pick,source,battery_2,2,0.7648,0.7579,+6.9
14:02:01,pitch,source,battery_2,2,0.0084,0.0138,-5.4
14:02:01,contact,source,battery_2,2,0.7633,0.7579,+5.4
14:02:03,plane,target,battery_2,2,0.6015,0.6276,-26.1
14:02:03,det_yaw,target,battery_2,2,177.3381,-2.6619,conf=0.95
14:02:03,det_box,target,battery_2,2,314.8767,206.6262,ar=1.52
14:02:03,dual_x,target,battery_2,2,0.8826,0.8701,+12.6
14:02:03,dual_y,target,battery_2,2,-0.0473,-0.0469,-0.4
14:02:03,dual_yaw,target,battery_2,2,177.3688,176.5691,+0.80deg
14:02:13,contact_wrench,target,battery_2,2,3.3160,,fx=-4.3;fy=+3.4;mx=-0.49;my=-0.71;mz=-0.076
14:02:13,contact_yaw,target,battery_2,2,177.9409,177.9057,+0.04deg
14:02:13,recover_step,target,battery_2,2,,,a1;corner;dyaw=+0.0deg;dxy=(-6.2/+5.2)mm;contact;z=-10.7mm;fx=-5.9;fy=+4.9;mz=n/a
14:02:13,anchor,target,battery_2,2,0.7603,,
14:02:15,det_yaw,source,final_case,1,174.9558,-5.0442,conf=0.95
14:02:15,det_box,source,final_case,1,302.2401,203.6221,ar=1.48
