time,event,station,label,layers,measured_m,predicted_m,resid_mm
13:15:25,det_yaw,source,case,5,0.2081,0.2081,conf=0.96
13:15:25,det_box,source,case,5,298.2823,202.7498,ar=1.47
13:15:34,anchor,source,case,5,0.9428,,
13:15:54,contact_wrench,target,case,1,10.4636,,fx=-2.2;fy=+1.6;mx=+0.02;my=-0.00;mz=+0.006
13:15:54,contact_yaw,target,case,1,110.6046,110.2160,+0.39deg
13:15:54,anchor,target,case,1,0.8661,,
13:15:56,place_chk_x,target,case,1,0.7315,0.7313,+0.2
13:15:56,place_chk_y,target,case,1,-0.0161,-0.0100,-6.1
13:15:56,place_chk_yaw,target,case,1,0.0668,0.2081,-0.14deg
13:16:00,plane,source,battery_1,5,0.7668,0.7890,-22.2
13:16:01,det_yaw,source,battery_1,5,1.4501,1.4501,conf=0.96
13:16:01,det_box,source,battery_1,5,298.9192,197.3830,ar=1.51
13:16:01,dual_x,source,battery_1,5,0.7116,0.7003,+11.4
13:16:01,dual_y,source,battery_1,5,0.1144,0.1119,+2.5
13:16:01,dual_yaw,source,battery_1,5,1.5230,1.1571,+0.37deg
13:16:07,anchor,source,battery_1,5,0.9398,,
13:16:12,plane,target,battery_1,1,0.6901,0.7338,-43.7
13:16:14,det_yaw,target,battery_1,1,0.0421,0.0421,conf=0.96
13:16:14,det_box,target,battery_1,1,326.8665,215.2355,ar=1.52
13:16:14,dual_x,target,battery_1,1,0.7427,0.7202,+22.5
13:16:14,dual_y,target,battery_1,1,0.0799,0.0765,+3.4
13:16:14,dual_yaw,target,battery_1,1,0.2185,0.4003,-0.18deg
13:16:22,contact_wrench,target,battery_1,1,10.4450,,fx=-1.7;fy=+0.9;mx=-0.22;my=-0.18;mz=+0.177
13:16:22,contact_yaw,target,battery_1,1,110.4282,110.0500,+0.38deg
13:16:22,anchor,target,battery_1,1,0.8825,,
13:16:27,plane,source,battery_2,5,0.7668,0.7890,-22.2
13:16:31,det_yaw,source,battery_2,5,1.1574,1.1574,conf=0.96
13:16:31,det_box,source,battery_2,5,289.5562,202.3035,ar=1.43
13:16:31,dual_x,source,battery_2,5,0.7018,0.6920,+9.8
13:16:31,dual_y,source,battery_2,5,-0.0747,-0.0711,-3.6
13:16:31,dual_yaw,source,battery_2,5,1.1711,2.1387,-0.97deg
13:16:38,anchor,source,battery_2,5,0.9412,,
13:16:42,plane,target,battery_2,1,0.6901,0.7338,-43.7
13:16:43,det_yaw,target,battery_2,1,0.1186,0.1186,conf=0.96
13:16:43,det_box,target,battery_2,1,320.5863,206.8366,ar=1.55
13:16:43,dual_x,target,battery_2,1,0.7440,0.7218,+22.2
13:16:43,dual_y,target,battery_2,1,-0.1062,-0.0982,-8.0
