time,event,station,label,layers,measured_m,predicted_m,resid_mm
08:03:26,det_yaw,source,case,5,178.4961,-1.5039,conf=0.97
08:03:26,det_box,source,case,5,282.9005,192.9276,ar=1.47
08:03:35,anchor,source,case,5,0.9410,,
08:04:01,contact_wrench,target,case,1,10.6700,,fx=-1.5;fy=+0.3;mx=-0.24;my=-0.03;mz=+0.049
08:04:01,contact_yaw,target,case,1,108.7349,108.5040,+0.23deg
08:04:01,anchor,target,case,1,0.8643,,
08:04:02,place_chk_x,target,case,1,0.7190,0.7100,+9.0
08:04:02,place_chk_y,target,case,1,0.0170,0.0258,-8.8
08:04:02,place_chk_yaw,target,case,1,177.5586,-1.5039,-0.94deg
08:04:07,plane,source,battery_1,5,0.7650,0.7890,-24.0
08:04:09,det_yaw,source,battery_1,5,178.9370,-1.0630,conf=0.96
08:04:09,det_box,source,battery_1,5,287.2975,193.1055,ar=1.49
08:04:09,dual_x,source,battery_1,5,0.6948,0.6838,+11.1
08:04:09,dual_y,source,battery_1,5,0.0892,0.0836,+5.5
08:04:09,dual_yaw,source,battery_1,5,178.9546,179.6933,-0.74deg
08:04:17,anchor,source,battery_1,5,0.9413,,
08:04:22,plane,target,battery_1,1,0.6883,0.7338,-45.5
08:04:25,det_yaw,target,battery_1,1,178.8445,-1.1555,conf=0.96
08:04:25,det_box,target,battery_1,1,319.0514,219.4133,ar=1.45
08:04:25,dual_x,target,battery_1,1,0.7314,0.7106,+20.8
08:04:25,dual_y,target,battery_1,1,0.0829,0.0772,+5.7
08:04:25,dual_yaw,target,battery_1,1,178.8701,178.3059,+0.56deg
08:04:34,contact_wrench,target,battery_1,1,10.7963,,fx=-2.2;fy=+0.5;mx=-0.27;my=-0.04;mz=+0.024
08:04:34,contact_yaw,target,battery_1,1,109.6790,109.4253,+0.25deg
08:04:34,anchor,target,battery_1,1,0.8797,,
08:04:38,plane,source,battery_2,5,0.7650,0.7890,-24.0
08:04:44,det_yaw,source,battery_2,5,0.0600,0.0600,conf=0.96
08:04:44,det_box,source,battery_2,5,285.2241,191.1334,ar=1.49
08:04:44,dual_x,source,battery_2,5,0.6835,0.6761,+7.4
08:04:44,dual_y,source,battery_2,5,-0.0801,-0.0747,-5.3
08:04:44,dual_yaw,source,battery_2,5,0.8152,0.1320,+0.68deg
08:04:52,anchor,source,battery_2,5,0.9384,,
08:04:57,plane,target,battery_2,1,0.6883,0.7338,-45.5
08:04:57,det_yaw,target,battery_2,1,179.5743,-0.4257,conf=0.96
08:04:57,det_box,target,battery_2,1,318.0171,217.4536,ar=1.46
08:04:57,dual_x,target,battery_2,1,0.7352,0.7140,+21.2
08:04:57,dual_y,target,battery_2,1,-0.0933,-0.0860,-7.3
08:04:57,dual_yaw,target,battery_2,1,179.6726,179.8165,-0.14deg
08:05:06,contact_wrench,target,battery_2,1,10.4896,,fx=-2.7;fy=+4.0;mx=+0.41;my=-0.15;mz=+0.066
08:05:06,contact_yaw,target,battery_2,1,110.3428,110.1551,+0.19deg
08:05:06,anchor,target,battery_2,1,0.8823,,
08:05:11,plane,source,case,4,0.7512,0.7752,-24.0
08:05:11,det_yaw,source,case,4,0.1908,0.1908,conf=0.96
08:05:11,det_box,source,case,4,295.3783,195.8169,ar=1.51
08:05:11,dual_x,source,case,4,0.6888,0.6792,+9.6
08:05:11,dual_y,source,case,4,-0.0961,-0.0907,-5.4
08:05:11,dual_yaw,source,case,4,0.3927,0.4412,-0.05deg
