time,event,station,label,layers,measured_m,predicted_m,resid_mm
15:14:04,det_yaw,source,case,5,177.4190,-2.5810,conf=0.96
15:14:04,det_box,source,case,5,317.1255,207.4639,ar=1.53
15:14:15,anchor,source,case,5,0.8217,,
15:14:39,anchor,target,case,1,0.7393,,
15:14:43,plane,source,battery_1,5,0.6457,0.6350,+10.7
15:14:43,det_yaw,source,battery_1,5,179.6259,-0.3741,conf=0.96
15:14:43,det_box,source,battery_1,5,299.0648,196.6624,ar=1.52
15:14:43,dual_x,source,battery_1,5,0.9427,0.9514,-8.8
15:14:43,dual_y,source,battery_1,5,0.1090,0.1094,-0.4
15:14:43,dual_yaw,source,battery_1,5,179.9720,179.2006,+0.77deg
15:14:55,anchor,source,battery_1,5,0.8194,,
15:14:58,plane,target,battery_1,1,0.5633,0.5798,-16.5
15:15:01,det_yaw,target,battery_1,1,0.1731,0.1731,conf=0.96
15:15:01,det_box,target,battery_1,1,318.0378,210.9886,ar=1.51
15:15:01,dual_x,target,battery_1,1,0.9139,0.9046,+9.2
15:15:01,dual_y,target,battery_1,1,0.0827,0.0806,+2.1
15:15:01,dual_yaw,target,battery_1,1,0.0816,0.0053,+0.08deg
15:15:12,anchor,target,battery_1,1,0.7518,,
15:15:16,plane,source,battery_2,5,0.6457,0.6350,+10.7
15:15:20,det_yaw,source,battery_2,5,179.5418,-0.4582,conf=0.96
15:15:20,det_box,source,battery_2,5,306.8196,208.8746,ar=1.47
15:15:20,dual_x,source,battery_2,5,0.9379,0.9462,-8.3
15:15:20,dual_y,source,battery_2,5,-0.0648,-0.0654,+0.6
15:15:20,dual_yaw,source,battery_2,5,179.7915,179.9156,-0.12deg
15:15:32,anchor,source,battery_2,5,0.8212,,
15:15:36,plane,target,battery_2,1,0.5633,0.5798,-16.5
15:15:36,det_yaw,target,battery_2,1,178.3885,-1.6115,conf=0.96
15:15:36,det_box,target,battery_2,1,317.1588,212.7592,ar=1.49
15:15:36,dual_x,target,battery_2,1,0.9113,0.9025,+8.8
15:15:36,dual_y,target,battery_2,1,-0.1042,-0.0980,-6.2
15:15:36,dual_yaw,target,battery_2,1,178.2644,179.1254,-0.86deg
15:15:50,place_misseat,target,battery_2,1,0.7778,0.7518,+26.0
