time,event,station,label,layers,measured_m,predicted_m,resid_mm
08:36:26,det_yaw,source,case,4,0.8502,0.8502,conf=0.95
08:36:26,det_box,source,case,4,282.9755,198.6215,ar=1.42
08:36:34,anchor,source,case,4,0.8035,,
08:36:48,contact_wrench,target,case,1,12.2825,,fx=+0.6;fy=-1.6;mx=+0.16;my=-0.03;mz=-0.004
08:36:48,contact_yaw,target,case,1,-179.0881,-179.1551,+0.07deg
08:36:48,recover_step,target,case,1,,,a1;corner;dyaw=+0.0deg;dxy=(-102.4/+50.4)mm;contact;z=-29.2mm;fx=+0.7;fy=-1.2;mz=n/a
08:36:48,anchor,target,case,1,0.7396,,
08:36:50,place_chk_x,target,case,1,0.9678,0.9913,-23.4
08:36:50,place_chk_y,target,case,1,0.0583,0.0731,-14.8
08:36:50,place_chk_yaw,target,case,1,2.3427,0.8502,+1.49deg
08:36:52,plane,source,battery_1,4,0.6485,0.6552,-6.7
08:36:54,det_yaw,source,battery_1,4,0.2567,0.2567,conf=0.95
08:36:54,det_box,source,battery_1,4,286.1051,194.2560,ar=1.47
08:36:54,dual_x,source,battery_1,4,0.9002,0.8966,+3.6
08:36:54,dual_y,source,battery_1,4,0.1118,0.1111,+0.7
08:36:54,dual_yaw,source,battery_1,4,0.2556,179.9604,+0.30deg
08:37:00,anchor,source,battery_1,4,0.8016,,
08:37:03,plane,target,battery_1,1,0.5846,0.6138,-29.2
08:37:05,det_yaw,target,battery_1,1,1.1419,1.1419,conf=0.95
08:37:05,det_box,target,battery_1,1,316.9937,210.7134,ar=1.50
08:37:05,dual_x,target,battery_1,1,0.8875,0.8741,+13.4
08:37:05,dual_y,target,battery_1,1,0.0733,0.0717,+1.6
08:37:05,dual_yaw,target,battery_1,1,0.8470,1.3552,-0.51deg
08:37:17,contact_wrench,target,battery_1,1,5.0455,,fx=-1.7;fy=-3.2;mx=-0.04;my=-0.18;mz=-0.358
08:37:17,contact_yaw,target,battery_1,1,-178.2578,-178.2904,+0.03deg
08:37:17,recover_step,target,battery_1,1,,,a1;corner;dyaw=+0.0deg;dxy=(-4.0/+18.0)mm;contact;z=-2.6mm;fx=-4.0;fy=+0.7;mz=n/a
08:37:17,anchor,target,battery_1,1,0.7520,,
08:37:20,plane,source,battery_2,4,0.6485,0.6552,-6.7
08:37:22,det_yaw,source,battery_2,4,178.5437,-1.4563,conf=0.95
08:37:22,det_box,source,battery_2,4,286.0683,201.7329,ar=1.42
08:37:22,dual_x,source,battery_2,4,0.9105,0.9069,+3.6
08:37:22,dual_y,source,battery_2,4,-0.0710,-0.0708,-0.3
08:37:22,dual_yaw,source,battery_2,4,178.5419,178.6856,-0.14deg
08:37:29,anchor,source,battery_2,4,0.8028,,
08:37:32,plane,target,battery_2,1,0.5846,0.6138,-29.2
08:37:35,det_yaw,target,battery_2,1,179.1092,-0.8908,conf=0.95
08:37:35,det_box,target,battery_2,1,322.7889,207.5899,ar=1.55
08:37:35,dual_x,target,battery_2,1,0.8809,0.8675,+13.4
08:37:35,dual_y,target,battery_2,1,-0.0299,-0.0276,-2.2
08:37:35,dual_yaw,target,battery_2,1,179.3120,179.6173,-0.31deg
08:37:49,contact_wrench,target,battery_2,1,-0.5605,,fx=-3.0;fy=+0.1;mx=+0.01;my=-0.35;mz=-0.168
08:37:49,contact_yaw,target,battery_2,1,179.6662,179.6769,-0.01deg
08:37:49,recover_step,target,battery_2,1,,,a1;corner;dyaw=+0.0deg;dxy=(-3.8/+16.1)mm;contact;z=-1.8mm;fx=-4.7;fy=+1.9;mz=n/a
08:37:49,anchor,target,battery_2,1,0.7528,,
08:37:52,plane,source,case,3,0.6347,0.6414,-6.7
08:37:53,det_yaw,source,case,3,176.5203,-3.4797,conf=0.96
08:37:53,det_box,source,case,3,293.1873,202.5373,ar=1.45
08:37:53,dual_x,source,case,3,0.9142,0.9094,+4.9
08:37:53,dual_y,source,case,3,-0.0384,-0.0372,-1.3
08:37:53,dual_yaw,source,case,3,176.5287,176.5993,-0.07deg
08:38:02,pitch,source,case,3,0.0118,0.0138,-2.0
